"","ID","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","COMMENTS","CREATED_BY_USER_ID","CREATED_DATETIME","MODIFIED_BY_USER_ID","MODIFIED_DATETIME","REF_WADS_PROGRAM_ID","REF_WADS_DEPARTMENT_ID","IS_ACTIVE","IS_MANUAL_ENTRY_ALLOWED"
"1396",3717,"1073A","Total Meat/Poultry/ Dairy QMIs, Vehicle (KGS)","Record the weight of vehicle meat/poultry/dairy product interceptions in kilograms.
",NA,0,"2019-04-26 06:35:54.0000000",0,"2019-04-26 06:35:54.0000000",3,2,FALSE,TRUE
"1397",3718,"1073B","Total Meat/Poultry/ Dairy, QMIs, Pedestrian (KGS) ","Record the weight of pedestrian meat/poultry/dairy product interceptions in kilograms. See code 1072B.",NA,0,"2019-04-26 06:35:54.0000000",0,"2019-04-26 06:35:54.0000000",3,2,FALSE,TRUE
"1398",3719,"1073C","Total  Meat/Poultry/ Dairy,  QMIs, Cargo (KGS)","Record the weight of cargo meat/poultry/dairy product interceptions in kilograms. See code 1072C.",NA,0,"2019-04-26 06:35:55.0000000",0,"2019-04-26 06:35:55.0000000",3,2,FALSE,TRUE
"1399",3720,"1073D","Total Meat/Poultry/ Dairy, QMIs, Bus (KGS)","Record the weight of vehicle meat/poultry/dairy product interceptions in kilograms. See Code 1072D.",NA,0,"2019-04-26 06:35:56.0000000",0,"2019-04-26 06:35:56.0000000",3,2,FALSE,TRUE
"1400",3721,"1073E","Meat/Poultry/ Dairy, QMIs, Railcar (KGS) ","Record the weight of rail car meat/poultry/dairy product interceptions in kilograms. See code 1072E.",NA,0,"2019-04-26 06:35:56.0000000",0,"2019-04-26 06:35:56.0000000",3,2,FALSE,TRUE
"1401",3722,"1073F","Total  Meat/Poultry/Dairy, QMIs, Pax Train (KGS)"," ",NA,0,"2019-04-26 06:35:56.0000000",0,"2019-04-26 06:35:56.0000000",3,2,FALSE,TRUE
"1402",3723,"1074A","Total Inedible Animal QMIs, Vehicle ","Record the number of inedible animal byproducts seized from vehicle inspections.",NA,0,"2019-04-26 06:35:57.0000000",0,"2019-04-26 06:35:57.0000000",3,2,FALSE,TRUE
"1403",3724,"1074B","Total Inedible Animal QMIs, Pedestrian","Record the number of inedible animal byproduct interceptions found from a pedestrian or a group of pedestrians that represent an inspectional unit. This activity code is paired with activity code 1075B.
",NA,0,"2019-04-26 06:35:58.0000000",0,"2019-04-26 06:35:58.0000000",3,2,FALSE,TRUE
"1404",3729,"1075A","Total Inedible Animal QMIs, Vehicle (KGS)","Record the weight of the vehicle animal byproduct interceptions in kilograms.
",NA,0,"2019-04-26 06:36:01.0000000",0,"2019-04-26 06:36:01.0000000",3,2,FALSE,TRUE
"1405",3730,"1075B","Total Inedible Animal Byproducts QMIs, Pedestrian (KGS)","Record the weight of the pedestrian animal byproduct interceptions in kgs. See code 1074B.
",NA,0,"2019-04-26 06:36:02.0000000",0,"2019-04-26 06:36:02.0000000",3,2,FALSE,TRUE
"1406",3731,"1075C","Total Inedible Animal Byproducts QMIs, Cargo (KGS)","Record the weight of the cargo inedible animal byproduct interceptions in kilograms. See code 1074C.
",NA,0,"2019-04-26 06:36:02.0000000",0,"2019-04-26 06:36:02.0000000",3,2,FALSE,TRUE
"1407",3732,"1075D","Total Inedible Animal Byproducts QMIs, Bus (KGS)","Record the weight of the commercial bus animal byproduct interceptions in kilograms.
",NA,0,"2019-04-26 06:36:03.0000000",0,"2019-04-26 06:36:03.0000000",3,2,FALSE,TRUE
"1408",3733,"1075E","Total Inedible Animal Byproducts QMIs, Railcar (KGS)","Record the weight of the rail car animal byproduct interceptions in kilograms.
",NA,0,"2019-04-26 06:36:04.0000000",0,"2019-04-26 06:36:04.0000000",3,2,FALSE,TRUE
"1409",3734,"1075F","Total Inedible Animal By-Products QMIs, Pax Train (KGS)"," ",NA,0,"2019-04-26 06:36:04.0000000",0,"2019-04-26 06:36:04.0000000",3,2,FALSE,TRUE
"1410",3735,"1081A","Quarantine From Pedestrian Mandado/Bag","Record the number the quarantine pests intercepted from pedestrian mandado or baggage.",NA,0,"2019-04-26 06:36:04.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1411",3736,"1081B","Quarantine From Passenger Vehicle","Record the number the quarantine pests intercepted from passenger vehicles.",NA,0,"2019-04-26 06:36:05.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1412",3737,"1081C","Quarantine From Border Cargo","Record the number the quarantine pests intercepted from land border cargo.",NA,0,"2019-04-26 06:36:05.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1413",3738,"1081D","Quarantine Pest From Buses","Record the number the quarantine pests intercepted from land border buses.",NA,0,"2019-04-26 06:36:05.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1414",3739,"1081E","QMIs, Quarantine Pest From Railcar","Record the number the quarantine pests intercepted from land border rail cars.",NA,0,"2019-04-26 06:36:05.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1415",3740,"1081F","Reportable Pest For Pax Train"," ",NA,0,"2019-04-26 06:36:05.0000000",0,"2019-04-26 06:36:05.0000000",3,2,FALSE,TRUE
"1416",3752,"1099A","Total Meat/Poultry/ Dairy QMIs","Record the number of meat/poultry products intercepted from baggage. Note: A sausage and a ham from one passenger count as one QMI, but a dairy product and a ham would count as two QMIs. [See the General Information Section for the definition of QMI material as it relates to animal products.]",NA,0,"2019-04-26 06:36:09.0000000",0,"2019-04-26 06:36:09.0000000",41,2,FALSE,TRUE
"1417",3753,"1099B","Total Meat/Poultry/ Dairy QMIs, (KGS)","Record the weight of the meat/poultry/dairy interceptions in kilograms. Most interceptions tend to be a sausage or a piece of meat that weighs between 1 and 3 kgs. This code is paired with 1099A.
",NA,0,"2019-04-26 06:36:10.0000000",0,"2019-04-26 06:36:10.0000000",41,2,FALSE,TRUE
"1418",3754,"1099C","Total Inedible Animal Byproducts QMIs","Record the number of inedible animal product/byproduct interceptions found in baggage. Note: This activity code is paired with activity code 1099D.",NA,0,"2019-04-26 06:36:13.0000000",0,"2019-04-26 06:36:13.0000000",41,2,FALSE,TRUE
"1419",3755,"1099D","Total Inedible Animal Byproducts QMIs, (KGS)","Record the weight of the inedible animal product/byproduct interceptions in kilograms. See 1099C.
",NA,0,"2019-04-26 06:36:14.0000000",0,"2019-04-26 06:36:14.0000000",41,2,FALSE,TRUE
"1420",3756,"1100A","Quarantine Pest, Baggage","Record the number the quarantine pests intercepted from Pre-Clearance passenger/crew baggage.",NA,0,"2019-04-26 06:36:15.0000000",0,"2025-02-22 04:36:40.0000000",41,2,FALSE,TRUE
"1421",3757,"1100B","Quarantine Pest, Cargo","Record the number the quarantine pests intercepted from Pre-Clearance cargo.",NA,0,"2019-04-26 06:36:15.0000000",0,"2025-02-22 04:36:40.0000000",41,2,FALSE,TRUE
"1422",3758,"1100C","Quarantine Pest, Stores/Quarters","Record the number the quarantine pests intercepted from Pre-Clearance vessel/airline stores or quarters.",NA,0,"2019-04-26 06:36:15.0000000",0,"2025-02-22 04:36:40.0000000",41,2,FALSE,TRUE
"1423",3772,"1132A","Total Express Mail Meat/Poultry Interceptions QMIs","Record the number of meat and poultry QMIs intercepted in express packages.  Note: A sausage and a ham from mail interceptions count as one QMI, but a dairy product and a ham would count as two QMIs.",NA,0,"2019-04-26 06:36:21.0000000",0,"2019-04-26 06:36:21.0000000",40,2,FALSE,TRUE
"1424",3773,"1133A","Total Express Mail Meat/Poultry Interception (KGS)","Record the weight in kilograms of meat/poultry/dairy interceptions from  express mail.
",NA,0,"2019-04-26 06:36:23.0000000",0,"2019-04-26 06:36:23.0000000",40,2,FALSE,TRUE
"1425",3774,"1134A","USPS Express Mail Other Meat Byproducts","Report the number of inedible animal byproducts seized from express mail.  Note: A seized horn and animal skin intercepted out of one parcel would constitute one animal byproduct interception. (See the General Information Section for the definition of QMI material as it relates to animal products.)",NA,0,"2019-04-26 06:36:25.0000000",0,"2019-04-26 06:36:25.0000000",40,2,FALSE,TRUE
"1426",3775,"1135A","Express Mail Kgs Other Animal Products","Report the weight in kilograms of inedible animal products seized from express mail parcels. Report only the approximate weight of the product, not the weight of the entire parcel.",NA,0,"2019-04-26 06:36:27.0000000",0,"2019-04-26 06:36:27.0000000",40,2,FALSE,TRUE
"1427",3776,"1136A","Express Mail Quarantine Pest","Report the number of quarantine pests from express mail interceptions for the month. This information is supplied by the identifiers.",NA,0,"2019-04-26 06:36:29.0000000",0,"2025-02-22 04:36:40.0000000",40,2,FALSE,TRUE
"1428",3781,"2007A","O/T Passenger/Crew Count ","Report the number of passengers and/or crew disembarking from all vessel arrivals(outside the regular hours of service) , including departing crew members who will return to the vessel. These are passengers/crew subject to inspection. Source documents are US Custom Declarations, crew declarations, and general declarations submitted by the vessel.",NA,0,"2019-04-26 06:36:51.0000000",0,"2019-04-26 06:36:51.0000000",1,2,FALSE,TRUE
"1429",3782,"2007B","O/T Passenger/Crew Inspections","Report the number of passengers and/or crew, disembarking from all vessel arrivals(outside the regular hours of service) , who are actually physically inspected it include inspections done by X-Ray. (Including departing crew members who will return to the vessel). Source documents are US Custom Declarations, crew declarations, and general declarations submitted by the vessel. Calculate the number of X-Ray inspections by number of bags/3.5 = passengers inspected Note: Since prescreening of cruise ship passengers occurs, declarations may not be available when passengers approach the secondary inspectional area.",NA,0,"2019-04-26 06:36:51.0000000",0,"2019-04-26 06:36:51.0000000",1,2,FALSE,TRUE
"1430",3783,"2008A","O/T Cargo, Reg, Clearances","Report the number of REIMBURSABLE clearances performed on cargo by bill of lading (outside the regular hours of service) specifically regulated by 7 or 9 CFR. This category will include all bills of lading which required only paperwork or sealing to complete the clearance or on which mandatory treatment was required. Physical inspections may be performed on these cargoes but only to satisfy the conditions of the permit to allow entry. No inspection for QMIs or pests was performed on the cargo. Examples: 1) Sealing deer horns or frozen pig pancreas glands to proceed to an approved establishment. 2) Release of meat shipments with proper certificates.  3) Inspecting cattle hides for proper treatment to allow entry. 4) Fumigation of yams from Costa Rica as a condition of entry.",NA,0,"2019-04-26 06:36:52.0000000",0,"2019-04-26 06:36:52.0000000",1,2,FALSE,TRUE
"1431",3784,"2008B","O/T Cargo, Reg, Inspections ","Report the number of REIMBURSABLE inspections performed on cargo by bill of lading specifically regulated by 7 or 9 CFR or 50 CFR. THESE INSPECTIONS ARE PERFORMED TO INTERCEPT QMIS OR PESTS. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:52.0000000",0,"2019-04-26 06:36:52.0000000",1,2,FALSE,TRUE
"1432",3785,"2008C","(Overtime) Inspections, Regulated Cargo (Container Inspection)","Report the number of physical inspections performed by the number of Containers inspected. DO NOT include examinations by X-RAY ONLY!
",NA,0,"2019-04-26 06:36:52.0000000",0,"2019-04-26 06:36:52.0000000",1,2,FALSE,TRUE
"1433",3786,"2009A","O/T Cargo, Miscellaneous, Clearances","Report the number of REIMBURSABLE clearances performed on cargo by bills of lading (during the regular hours of service) which are NOT specifically regulated by 7 CFR , 9 CFR, or 50 CFR. This category will include all bills of lading which required only paperwork, such as an invoice, certificate, or other verification to release the cargo. No inspection for QMIs or pests was performed on the cargo. These are bills that are held on PPQ 212 (HOLD SHEET) , not all miscellaneous bills on the Customs manifest.",NA,0,"2019-04-26 06:36:52.0000000",0,"2019-04-26 06:36:52.0000000",1,2,FALSE,TRUE
"1434",3787,"2009B","O/T Cargo, Miscellaneous, Inspections","Report the number of REIMBURSABLE inspections performed on cargo by bill of lading. The cargo is NOT specifically regulated by 7CFR, 9 CFR, or 50 CFR. . These inspections are performs to intercept QMIs or pests. No pest or contaminants are found during inspection. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:53.0000000",0,"2019-04-26 06:36:53.0000000",1,2,FALSE,TRUE
"1435",3788,"2009C","O/T Inspections -Miscellaneous Cargo (Container Inspection)","Report the number of physical inspections performed in cargo by number of containers inspected. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:53.0000000",0,"2019-04-26 06:36:53.0000000",1,2,FALSE,TRUE
"1436",3789,"2034A","O/T Passenger/Crew Count, High-Risk Arrivals ","Report the number of passengers and crew subject to inspection arriving on flights classified as high risk outside the regular hours of service.",NA,0,"2019-04-26 06:36:53.0000000",0,"2019-04-26 06:36:53.0000000",2,2,FALSE,TRUE
"1437",3790,"2034B","O/T Passenger/Crew Count, Medium-Risk Arrivals ","Report the number of passengers and crew subject to inspection arriving on flights classified as medium risk outside the regular hours of service.",NA,0,"2019-04-26 06:36:53.0000000",0,"2019-04-26 06:36:53.0000000",2,2,FALSE,TRUE
"1438",3791,"2034C","O/T Passenger/Crew Count, Low-Risk Arrivals","Report the number of passengers and crew subject to inspection arriving on flights classified as low risk outside the regular hours of service.",NA,0,"2019-04-26 06:36:54.0000000",0,"2019-04-26 06:36:54.0000000",2,2,FALSE,TRUE
"1439",3792,"2035A","O/T Reg Cargo Clearances ","Report the number by airway bills of REIMBURSABLE inspections/clearances of cargo specifically regulated by 7 CFR or 9 CFR performed outside the regular hours of service.",NA,0,"2019-04-26 06:36:54.0000000",0,"2019-04-26 06:36:54.0000000",2,2,FALSE,TRUE
"1440",3793,"2035B","O/T Reg Cargo Inspections","Report the number of REIMBURSABLE inspections performed outside the regular hours of service on cargo by airway bill specifically regulated by 7 or 9 CFR or 50 CFR. These inspections are performed to intercept QMIs or pests. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:54.0000000",0,"2019-04-26 06:36:54.0000000",2,2,FALSE,TRUE
"1441",3794,"2036A","O/T Miscellaneous Cargo Clearances","Report the number by airway bills of REIMBURSABLE clearances of cargo NOT specifically regulated by 7CFR or 9 CFR.. NO INSPECTION FOR QMIS OR PESTS WAS PERFORMED ON THE CARGO.",NA,0,"2019-04-26 06:36:54.0000000",0,"2019-04-26 06:36:54.0000000",2,2,FALSE,TRUE
"1442",3795,"2036B","O/T Miscellaneous Cargo Inspections","Report the number of REIMBURSABLE inspections performed on cargo by bill of lading. The cargo is NOT specifically regulated by 7CFR, 9 CFR, or 50 CFR. These inspections are performed to intercept QMIs or pests. No pest or contaminants are found during inspection. Note: If the airway bill shipment contains a prohibited item or is found infested with a quarantine significant pest, it is to be reported as a regulated shipment. DO NOT include examinations by X-RAY only.",NA,0,"2019-04-26 06:36:54.0000000",0,"2019-04-26 06:36:54.0000000",2,2,FALSE,TRUE
"1443",3796,"2063A","O/T Inspect, Bus Passenger","Report the number of commercial bus passengers in those buses inspected by CBP-AI outside the regular hours of service. Number of bus passengers per bus is 25 across the border. Use this factor times the number of CBP secondary vehicle referrals to obtain the number of passengers inspected.",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1444",3797,"2067A","O/T Cargo, Reg, Clearance ","Report the number of regulated clearances performed on a REIMBURSABLE OR USER-FEE basis. Several vehicles may represent an inspectional unit. NO INSPECTION FOR QMIS OR PESTS WAS PERFORMED ON THE CARGO.",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1445",3798,"2067B","O/T Cargo, Reg, Inspect ","Report the number of regulated inspections performed on a REIMBURSABLE OR USER-FEE basis. Inspectional units will be determined by the vehicle. THESE INSPECTIONS ARE PERFORMED TO INTERCEPT QMIS OR PESTS. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1446",3799,"2067C","O/T Clearances - Regulated Rail Cargo"," ",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1447",3800,"2067D","O/T Inspection - Regulated Rail Cargo"," ",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1448",3801,"2068A","O/T Cargo, Miscellaneous, Clearance","Report the number of miscellaneous clearances performed on a REIMBURSABLE OR USER-FEE basis. Several vehicles may represent an inspectional unit. No inspection for QMIs or pests was performed on the cargo.",NA,0,"2019-04-26 06:36:55.0000000",0,"2019-04-26 06:36:55.0000000",3,2,FALSE,TRUE
"1449",3802,"2068B","O/T Cargo, Miscellaneous, Inspect","Report the number of miscellaneous inspections performed on a REIMBURSABLE or USER-FEE basis. Inspectional units will be determined by the vehicle. These inspections are performed to intercept QMIs or pests. DO NOT include examinations by X-RAY ONLY!",NA,0,"2019-04-26 06:36:56.0000000",0,"2019-04-26 06:36:56.0000000",3,2,FALSE,TRUE
"1450",3803,"2068C","O/T Clearances - Miscellaneous Rail Cargo"," ",NA,0,"2019-04-26 06:36:56.0000000",0,"2019-04-26 06:36:56.0000000",3,2,FALSE,TRUE
"1451",3804,"2068D","O/T Inspection - Miscellaneous Rail Cargo"," ",NA,0,"2019-04-26 06:36:56.0000000",0,"2019-04-26 06:36:56.0000000",3,2,FALSE,TRUE
"1452",3818,"3830","Inspections - No. Nurseries in Port Area"," ",NA,0,"2019-04-26 06:34:57.0000000",0,"2019-04-26 06:34:57.0000000",38,1,FALSE,TRUE
"1453",3819,"3831","Inspections - No. Xmas Tree Farms in Port Area"," ",NA,0,"2019-04-26 06:34:57.0000000",0,"2019-04-26 06:34:57.0000000",38,1,FALSE,TRUE
"1454",3820,"3832","PSB Survey - Detection - Traps in Service"," ",NA,0,"2019-04-26 06:34:57.0000000",0,"2019-04-26 06:34:57.0000000",38,1,FALSE,TRUE
"1455",3821,"4832","PSB Survey - Detection - Traps in Service (State)"," ",NA,0,"2019-04-26 06:35:15.0000000",0,"2019-04-26 06:35:15.0000000",38,1,FALSE,TRUE
"1456",3822,"5832","PSB Survey - Detection - Traps in Service (Other)"," ",NA,0,"2019-04-26 06:35:26.0000000",0,"2019-04-26 06:35:26.0000000",38,1,FALSE,TRUE
"1457",3823,"3833","PSB Survey - Delimiting - Traps in Service"," ",NA,0,"2019-04-26 06:34:57.0000000",0,"2019-04-26 06:34:57.0000000",38,1,FALSE,TRUE
"1458",3824,"4833","PSB Survey - Delimiting - Traps in Service (State)"," ",NA,0,"2019-04-26 06:35:15.0000000",0,"2019-04-26 06:35:15.0000000",38,1,FALSE,TRUE
"1459",3825,"5833","PSB Survey - Delimiting - Traps in Service (Other)"," ",NA,0,"2019-04-26 06:35:26.0000000",0,"2019-04-26 06:35:26.0000000",38,1,FALSE,TRUE
"1460",3826,"1007","Passengers and Crew Inspected"," ",NA,0,"2019-04-26 06:34:10.0000000",0,"2019-04-26 06:34:10.0000000",1,1,FALSE,TRUE
"1461",3827,"1010","Interceptions - Plant Material"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1462",3828,"1011","Interceptions - Meat/Poultry Products"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1463",3829,"1013","Interceptions - Other Animal Products/Byproducts"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1464",3830,"1014","Interceptions - WT of Other Animal Products/Byproducts (KG)"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1465",3831,"1015","Interceptions - Reportable Pests"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1466",3832,"1016","Interceptions Non-Quarantine Pest","Record the number of non-quarantine pests intercepted from maritime passenger baggage, cargo, and stores or quarters. Include both overtime and regular time. Information supplied by USDA PPQ identifiers. A non-quarantine pest is a pest (insect, seed, disease, mollusk, and plant material) submitted on a PPQ form 309A in which after final identification is complete, no action is required.",NA,0,"2019-04-26 06:34:11.0000000",0,"2025-02-22 04:36:40.0000000",1,2,FALSE,TRUE
"1467",3833,"1018","Violations - Cargo/Garbage"," ",NA,0,"2019-04-26 06:34:11.0000000",0,"2019-04-26 06:34:11.0000000",1,1,FALSE,TRUE
"1468",3834,"1034","Passengers and Crew Inspected"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1469",3835,"1035","Inspections - Regulated Cargo"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1470",3836,"1036","Inspections - Miscellaneous Cargo"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1471",3837,"1038","Interceptions - Plant Material (Carrier/Cargo)"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1472",3838,"1039","Interceptions - Meat/Poultry Products"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1473",3839,"1040","Interceptions - WT of Meat/Poultry Products/Byproducts (KG)"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1474",3840,"1041","Interceptions - Other Animal Products/Byproducts"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1475",3841,"1042","Interceptions - WT of Other Animal Products/Byproducts (KG)"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1476",3842,"1043","Interceptions - Reportable Pests"," ",NA,0,"2019-04-26 06:34:13.0000000",0,"2019-04-26 06:34:13.0000000",2,1,FALSE,TRUE
"1477",3843,"1044","Interceptions Non-Quarantine Pest","Record the number of non-quarantine pests intercepted from air passenger/crew baggage, air cargo, and stores or quarters. Include both overtime and regular time. Information supplied by USDA PPQ identifiers. A non-quarantine pest is a pest (insect, seed, disease, mollusk, and plant material) submitted on a PPQ form 309A in which after final identification is complete, no action is required.",NA,0,"2019-04-26 06:34:14.0000000",0,"2025-02-22 04:36:40.0000000",2,2,FALSE,TRUE
"1478",3844,"1046","Violations - Cargo/Carrier"," ",NA,0,"2019-04-26 06:34:14.0000000",0,"2019-04-26 06:34:14.0000000",2,1,FALSE,TRUE
"1479",3845,"1047","Treatments - Carriers"," ",NA,0,"2019-04-26 06:34:14.0000000",0,"2019-04-26 06:34:14.0000000",2,1,FALSE,TRUE
"1480",3846,"1067","Inspections - Regulated Cargo"," ",NA,0,"2019-04-26 06:34:15.0000000",0,"2019-04-26 06:34:15.0000000",3,1,FALSE,TRUE
"1481",3847,"1068","Inspections - Miscellaneous Cargo"," ",NA,0,"2019-04-26 06:34:15.0000000",0,"2019-04-26 06:34:15.0000000",3,1,FALSE,TRUE
"1482",3848,"1071","Interceptions - Plant Material"," ",NA,0,"2019-04-26 06:34:15.0000000",0,"2019-04-26 06:34:15.0000000",3,1,FALSE,TRUE
"1483",3849,"1072","Interceptions - Meat/Poultry Products"," ",NA,0,"2019-04-26 06:34:16.0000000",0,"2019-04-26 06:34:16.0000000",3,1,FALSE,TRUE
"1484",3850,"1073","Interceptions - WT of Meat/Poultry Products/Byproducts (KG)"," ",NA,0,"2019-04-26 06:34:16.0000000",0,"2019-04-26 06:34:16.0000000",3,1,FALSE,TRUE
"1485",3851,"1074","Interceptions - Other Animal Products/Byproducts"," ",NA,0,"2019-04-26 06:34:16.0000000",0,"2019-04-26 06:34:16.0000000",3,1,FALSE,TRUE
"1486",3852,"1075","Interceptions - WT of Other Animal Products/Byproducts (KG)"," ",NA,0,"2019-04-26 06:34:16.0000000",0,"2019-04-26 06:34:16.0000000",3,1,FALSE,TRUE
"1487",3853,"1081","Interceptions - Reportable Pests"," ",NA,0,"2019-04-26 06:34:16.0000000",0,"2019-04-26 06:34:16.0000000",3,1,FALSE,TRUE
"1488",3854,"1082","Interceptions Non-Quarantine Pest","Record the number of non-quarantine pests intercepted from pedestrian mandado or baggage, passenger vehicle, buses, border cargo, rail cars, and passenger trains. Include both overtime and regular time. Information supplied by USDA PPQ identifiers. A non-quarantine pest is a pest (insect, seed, disease, mollusk, and plant material) submitted on a PPQ form 309A in which after final identification is complete, no action is required.",NA,0,"2019-04-26 06:34:16.0000000",0,"2025-02-22 04:36:40.0000000",3,2,FALSE,TRUE
"1489",3855,"1095","Preclearance - Passengers/Crews Inspected"," ",NA,0,"2019-04-26 06:34:17.0000000",0,"2019-04-26 06:34:17.0000000",41,1,FALSE,TRUE
"1490",3856,"1096","Violations - Passengers/Crew Predeparture"," ",NA,0,"2019-04-26 06:34:18.0000000",0,"2019-04-26 06:34:18.0000000",39,1,FALSE,TRUE
"1491",3857,"1098","Interceptions - Plant Material","Report the number of plant QMIs intercepted from pre departure baggage inspections in PR, HI or VI.  -  HISTORICAL CODE",NA,0,"2019-04-26 06:34:18.0000000",0,"2019-04-26 06:34:18.0000000",39,1,FALSE,TRUE
"1492",3859,"1099","Interceptions - Animal Material"," ",NA,0,"2019-04-26 06:34:18.0000000",0,"2019-04-26 06:34:18.0000000",41,1,FALSE,TRUE
"1493",3861,"1101","Interceptions - Tally Pests"," ",NA,0,"2019-04-26 06:34:18.0000000",0,"2019-04-26 06:34:18.0000000",41,1,FALSE,TRUE
"1494",3862,"1112","Plant Units/Other"," ",NA,0,"2019-04-26 06:34:18.0000000",0,"2019-04-26 06:34:18.0000000",5,1,FALSE,TRUE
"1495",3865,"1117","R/T Treatments Plant Units"," ",NA,0,"2019-04-26 06:34:19.0000000",0,"2019-04-26 06:34:19.0000000",5,1,FALSE,TRUE
"1496",3869,"1156","Violations - Garbage (Non-Carrier)"," ",NA,0,"2019-04-26 06:34:22.0000000",0,"2019-04-26 06:34:22.0000000",8,1,FALSE,TRUE
"1497",3871,"1207","Animal Fiber - Restricted Entries - 2A"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1498",3872,"1208","Animal Fiber - Restricted Weight (KG) - 2B"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1499",3873,"1209","Animal Fiber - Nonrestricted Entries - 2C"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1500",3874,"1210","Animal Fiber - Nonrestricted Weight (KG) - 2D"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1501",3875,"1213","Casings - Restricted Entries - 3A"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1502",3876,"1214","Casings - Restricted Weight (KG) - 3B"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1503",3877,"1215","Casings - Nonrestricted Entries - 3C"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1504",3878,"1216","Casings - Nonrestricted Weight (KG) - 3D"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1505",3879,"1219","Glands - Restricted Entries - 4A"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
"1506",3880,"1220","Glands - Restricted Weight (KG) - 4B"," ",NA,0,"2019-04-26 06:34:24.0000000",0,"2019-04-26 06:34:24.0000000",10,1,FALSE,TRUE
