task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:5821:23,Florida,IBL 23-180,2022-10-15T06:00:00Z,NA,NA,NA,24.5481,-82.1588,IBL,,passenger,NA,Animal_IBL
TK:5819:23,Florida,IBL 23-179,2022-10-16T06:45:00Z,NA,NA,NA,24.7664,-80.9151,IBL,,passenger,NA,Animal_IBL
TK:5820:23,Florida,IBL 23-179,2022-10-16T06:45:00Z,NA,NA,NA,24.7664,-80.9151,IBL,,passenger,NA,Animal_IBL
TK:5818:23,Florida,IBL 23-178,2022-10-14T11:00:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:5817:23,Florida,IBL 23-177,2022-10-14T07:20:00Z,NA,NA,NA,24.5181,-82.1588,IBL,,passenger,NA,Animal_IBL
TK:5816:23,Florida,IBL 23-176,2022-10-15T01:30:00Z,NA,NA,NA,24.551,-81.7723,IBL,,passenger,NA,Animal_IBL
TK:5815:23,Florida,IBL 23-175,2022-10-14T14:15:00Z,NA,NA,NA,24.6287,-82.8728,IBL,,passenger,NA,Animal_IBL
TK:5814:23,Florida,IBL 23-174,2022-10-14T10:10:00Z,NA,NA,NA,24.6272,-82.8688,IBL,,passenger,NA,Animal_IBL
TK:5813:23,Florida,IBL 23-173,2022-10-14T09:30:00Z,NA,NA,NA,25.6671,-80.1557,IBL,,passenger,NA,Animal_IBL
TK:5812:23,Florida,IBL 23-172,2022-10-14T07:00:00Z,NA,NA,NA,25.0115,-80.515,IBL,,passenger,NA,Animal_IBL
TK:5811:23,Florida,IBL 23-171,2022-10-14T06:15:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:5810:23,Florida,IBL 23-170,2022-10-12T02:00:00Z,NA,NA,NA,24.7097,-81.1063,IBL,,passenger,NA,Animal_IBL
TK:5809:23,Florida,IBL 23-169,2022-10-10T04:50:00Z,NA,NA,NA,24.7758,-80.9271,IBL,,passenger,NA,Animal_IBL
TK:5808:23,Florida,IBL 23-168,2022-10-08T09:00:00Z,NA,NA,NA,24.5456,-81.8107,IBL,,passenger,NA,Animal_IBL
TK:5807:23,Florida,IBL 23-167,2022-10-07T00:00:00Z,NA,NA,NA,24.5579,-81.787,IBL,,passenger,NA,Animal_IBL
TK:5806:23,Florida,IBL 23-166,2022-10-05T23:00:00Z,NA,NA,NA,24.5626,-81.7993,IBL,,passenger,NA,Animal_IBL
TK:5805:23,Florida,IBL 23-165,2022-10-06T09:46:00Z,NA,NA,NA,24.717,-81.0228,IBL,,passenger,NA,Animal_IBL
TK:5804:23,Florida,IBL 23-164,2022-10-06T01:50:00Z,NA,NA,NA,25.668,-80.1547,IBL,,passenger,NA,Animal_IBL
TK:5803:23,Florida,IBL 23-163,2022-10-05T08:00:00Z,NA,NA,NA,24.6266,-82.8736,IBL,,passenger,NA,Animal_IBL
TK:5802:23,Florida,IBL 23-162,2022-10-05T08:00:00Z,NA,NA,NA,24.6289,-82.9245,IBL,,passenger,NA,Animal_IBL
TK:5801:23,Florida,IBL 23-161,2022-10-03T22:20:00Z,NA,NA,NA,24.7031,-81.1105,IBL,,passenger,NA,Animal_IBL
TK:5800:23,Florida,IBL 23-160,2022-10-03T09:30:00Z,NA,NA,NA,24.5962,-82.1258,IBL,,passenger,NA,Animal_IBL
TK:5799:23,Florida,IBL 23-159,2022-10-03T07:40:00Z,NA,NA,NA,24.5626,-81.7993,IBL,,passenger,NA,Animal_IBL
TK:5725:23,Florida,IBL 23-158,2023-03-31T06:20:00Z,NA,NA,NA,24.58527,-82.11372,IBL,,passenger,NA,Animal_IBL
TK:5719:23,Florida,IBL 23-157,2023-03-30T17:30:00Z,NA,NA,NA,24.72836,-81.00381,IBL,,passenger,NA,Animal_IBL
TK:5456:23,Florida,IBL 23-156,2023-03-25T09:30:00Z,Hang glider,NA,NA,24.55613,-81.75985,IBL,,passenger,NA,Animal_IBL
TK:5252:23,Florida,IBL 23-155,2023-03-14T12:58:00Z,NA,NA,NA,24.6926,-81.08383,IBL,,passenger,NA,Animal_IBL
TK:5223:23,Florida,IBL 23-154,2023-03-11T02:49:00Z,NA,NA,NA,25.09678,-80.42929,IBL,,passenger,NA,Animal_IBL
TK:5186:23,Florida,IBL 23-153,2023-03-10T11:34:00Z,NA,NA,NA,26.54353,-80.04352,IBL,,passenger,NA,Animal_IBL
TK:5183:23,Florida,IBL 23-152,2023-03-07T04:59:00Z,NA,NA,NA,24.80358,-80.84931,IBL,,passenger,NA,Animal_IBL
TK:4856:23,Florida,IBL 23-151,2023-02-22T12:41:00Z,NA,NA,NA,24.62761,-82.87203,IBL,,passenger,NA,Animal_IBL
TK:4705:23,Florida,IBL 23-149,2023-02-09T06:19:00Z,NA,NA,NA,25.01471,-80.50661,IBL,,passenger,NA,Animal_IBL
TK:4704:23,Florida,IBL 23-148,2023-02-08T09:00:00Z,NA,NA,NA,24.57447,-82.09968,IBL,,passenger,NA,Animal_IBL
TK:4702:23,Florida,IBL 23-146,2023-01-30T21:37:00Z,NA,NA,NA,24.71624,-81.0748,IBL,,passenger,NA,Animal_IBL
TK:4701:23,Florida,IBL 23-145,2023-01-27T17:04:00Z,NA,NA,NA,24.5653,-81.7988,IBL,,passenger,NA,Animal_IBL
TK:4700:23,Florida,IBL 23-144,2023-01-21T09:35:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:4699:23,Florida,IBL 23-143,2023-01-18T07:25:00Z,NA,NA,NA,24.6686,-81.254,IBL,,passenger,NA,Animal_IBL
TK:4698:23,Florida,IBL 23-142,2023-01-13T07:54:00Z,NA,NA,NA,24.8161,-80.8231,IBL,,passenger,NA,Animal_IBL
TK:4697:23,Florida,IBL 23-141,2023-01-12T15:03:00Z,NA,NA,NA,24.8161,-80.8231,IBL,,passenger,NA,Animal_IBL
TK:9700:23,Puerto Rico,IBL 23-140,2023-09-28T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.09906,-67.93613,IBL,,passenger,NA,Animal_IBL
TK:4696:23,Florida,IBL 23-140,2023-01-12T13:56:00Z,NA,NA,NA,25.74755,-80.14631,IBL,,passenger,NA,Animal_IBL
TK:4695:23,Florida,IBL 23-139,2023-01-11T17:11:00Z,NA,NA,NA,24.771,-80.912,IBL,,passenger,NA,Animal_IBL
TK:9649:23,Puerto Rico,IBL 23-139,2023-09-26T03:00:00Z,"Animal#0
Plant#0",0,0,18.47714,-67.16876,IBL,,passenger,NA,Animal_IBL
TK:4694:23,Florida,IBL 23-138,2023-01-10T15:55:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:9549:23,Puerto Rico,IBL 23-138,2023-09-25T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.51174,-67.03473,IBL,,passenger,NA,Animal_IBL
TK:4693:23,Florida,IBL 23-137,2023-01-08T12:42:00Z,NA,NA,NA,24.6923,-81.0855,IBL,,passenger,NA,Animal_IBL
TK:9539:23,Puerto Rico,IBL 23-137,2023-09-24T03:00:00Z,"Animal #0.0
Plant #0.0",0,0,18.51025,-67.12948,IBL,,passenger,NA,Animal_IBL
TK:4692:23,Florida,IBL 23-136,2023-01-08T12:31:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:9379:23,Puerto Rico,IBL 23-136,2023-09-18T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.09906,-67.93613,IBL,,passenger,NA,Animal_IBL
TK:4691:23,Florida,IBL 23-135,2023-01-06T09:17:00Z,NA,NA,NA,24.6923,-81.0855,IBL,,passenger,NA,Animal_IBL
TK:9233:23,Puerto Rico,IBL 23-135,2023-09-08T09:00:00Z,"Animal # 1.00
Plant # 2.00",0.453592,0.907184,18.01298,-67.17007,IBL,,passenger,NA,Animal_IBL
TK:4690:23,Florida,IBL 23-134,2023-01-06T09:11:00Z,NA,NA,NA,24.5554,-81.7842,IBL,,passenger,NA,Animal_IBL
TK:9181:23,Puerto Rico,IBL 23-134,2023-09-06T03:00:00Z,"ANIMAL #0
PLANT #10",0,4.53592,18.47056,-66.45035,IBL,,passenger,NA,Animal_IBL
TK:4689:23,Florida,IBL 23-133,2023-01-05T19:18:00Z,NA,NA,NA,24.6613,-81.4449,IBL,,passenger,NA,Animal_IBL
TK:9154:23,Puerto Rico,IBL 23-133,2023-09-04T03:00:00Z,"Animal# 4.1
Plant# 1",1.8597271999999998,0.453592,17.95427,-67.21066,IBL,,passenger,NA,Animal_IBL
TK:9115:23,Puerto Rico,IBL 23-132,2023-08-31T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.0736,-67.93185,IBL,,passenger,NA,Animal_IBL
TK:4688:23,Florida,IBL 23-132,2023-01-05T19:14:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:4687:23,Florida,IBL 23-131,2023-01-05T19:08:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:9085:23,Puerto Rico,IBL 23-131,2023-08-30T03:00:00Z,"Animal # 28.00
Plant # 12.00",12.700576,5.443104,18.23232,-65.62174,IBL,,passenger,NA,Animal_IBL
TK:4686:23,Florida,IBL 23-130,2023-01-05T18:58:00Z,NA,NA,NA,24.6238,-81.4007,IBL,,passenger,NA,Animal_IBL
TK:8882:23,Puerto Rico,IBL 23-130,2023-08-28T03:00:00Z,"Animal # 10.5 pounds
Plant # 1 pound",4.762716,0.453592,18.51315,-67.11401,IBL,,passenger,NA,Animal_IBL
TK:4685:23,Florida,IBL 23-129,2023-01-04T17:20:00Z,NA,NA,NA,24.6238,-81.4007,IBL,,passenger,NA,Animal_IBL
TK:8875:23,Puerto Rico,IBL 23-129,2023-08-28T09:00:00Z,"Animal # 19.50
Plant # 0.00",8.845044,0,18.01286,-67.16996,IBL,,passenger,NA,Animal_IBL
TK:4684:23,Florida,IBL 23-128,2023-01-04T15:07:00Z,NA,NA,NA,24.8161,-80.8231,IBL,,passenger,NA,Animal_IBL
TK:8874:23,Puerto Rico,IBL 23-128,2023-08-28T03:00:00Z,"Animal #1
Plant #0",0.453592,0,18.5119,-67.10674,IBL,,passenger,NA,Animal_IBL
TK:4683:23,Florida,IBL 23-127,2023-01-04T15:01:00Z,NA,NA,NA,24.9243,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:8873:23,Puerto Rico,IBL 23-127,2023-08-28T03:00:00Z,"Animal #1
Plant #5",0.453592,2.26796,18.51383,-67.06235,IBL,,passenger,NA,Animal_IBL
TK:4682:23,Florida,IBL 23-126,2023-01-04T14:38:00Z,NA,NA,NA,24.7041,-81.1551,IBL,,passenger,NA,Animal_IBL
TK:8858:23,Puerto Rico,IBL 23-126,2023-08-26T03:00:00Z,"Animal # 0.0 pounds
Plant# 0.0 pounds",0,0,18.50832,-67.13287,IBL,,passenger,NA,Animal_IBL
TK:4681:23,Florida,IBL 23-125,2023-01-04T14:14:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:8454:23,Puerto Rico,IBL 23-125,2023-08-09T03:00:00Z,"Animal # 17.00
Plant # 13.00",7.711064,5.896696,18.47185,-66.24832,IBL,,passenger,NA,Animal_IBL
TK:4680:23,Florida,IBL 23-124,2023-01-04T13:59:00Z,NA,NA,NA,24.8161,-80.8231,IBL,,passenger,NA,Animal_IBL
TK:8375:23,Puerto Rico,IBL 23-124,2023-08-04T03:00:00Z,"Animal# 2
Plant# 2",0.907184,0.907184,17.94833,-67.13028,IBL,,passenger,NA,Animal_IBL
TK:4679:23,Florida,IBL 23-123,2023-01-03T20:07:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:8363:23,Puerto Rico,IBL 23-123,2023-08-04T03:00:00Z,"Animal # 3.0 pounds
Plant # 3.0 pounds",1.360776,1.360776,18.51263,-67.11857,IBL,,passenger,NA,Animal_IBL
TK:8353:23,Puerto Rico,IBL 23-122,2023-08-02T03:00:00Z,"Animal# 9
Plant# 4.7",4.082328,2.1318824,18.51051,-67.12892,IBL,,passenger,NA,Animal_IBL
TK:4678:23,Florida,IBL 23-122,2023-01-03T19:58:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:8284:23,Puerto Rico,IBL 23-121,2023-07-31T03:00:00Z,"Animal # 15.00
Plant # 1.00",6.8038799999999995,0.453592,18.48497,-66.76792,IBL,,passenger,NA,Animal_IBL
TK:4677:23,Florida,IBL 23-121,2023-01-03T19:53:00Z,NA,NA,NA,24.824,-80.8137,IBL,,passenger,NA,Animal_IBL
TK:4676:23,Florida,IBL 23-120,2023-01-03T19:47:00Z,NA,NA,NA,24.9855,-80.5466,IBL,,passenger,NA,Animal_IBL
TK:8238:23,Puerto Rico,IBL 23-120,2023-07-26T03:00:00Z,"Animal# 3.7
Plant# 0",1.6782904,0,18.51101,-67.0341,IBL,,passenger,NA,Animal_IBL
TK:8209:23,Puerto Rico,IBL 23-119,2023-07-25T03:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds",0,0,18.1339,-67.18653,IBL,,passenger,NA,Animal_IBL
TK:4675:23,Florida,IBL 23-119,2023-01-03T19:40:00Z,NA,NA,NA,24.771,-80.912,IBL,,passenger,NA,Animal_IBL
TK:8199:23,Puerto Rico,IBL 23-118,2023-07-24T03:00:00Z,"Animal #1.5 pounds
Plant # 2.0 pounds",0.680388,0.907184,18.36691,-67.26836,IBL,,passenger,NA,Animal_IBL
TK:4674:23,Florida,IBL 23-118,2023-01-03T19:33:00Z,NA,NA,NA,24.6246,-81.5432,IBL,,passenger,NA,Animal_IBL
TK:4673:23,Florida,IBL 23-117,2023-01-03T19:26:00Z,NA,NA,NA,24.5554,-81.7842,IBL,,passenger,NA,Animal_IBL
TK:8190:23,Puerto Rico,IBL 23-117,2023-07-24T03:00:00Z,"Animal # 8.0 pounds
Plants # 12.0 pounds",3.628736,5.443104,18.46694,-66.22599,IBL,,passenger,NA,Animal_IBL
TK:4672:23,Florida,IBL 23-116,2023-01-02T17:09:00Z,NA,NA,NA,24.6923,-81.0855,IBL,,passenger,NA,Animal_IBL
TK:8086:23,Puerto Rico,IBL 23-116,2023-07-16T03:00:00Z,"Animal #: 4.0
Plant #: 0.0",1.814368,0,18.50844,-67.13275,IBL,,passenger,NA,Animal_IBL
TK:4671:23,Florida,IBL 23-115,2023-01-02T17:03:00Z,NA,NA,NA,24.771,-80.912,IBL,,passenger,NA,Animal_IBL
TK:7892:23,Puerto Rico,IBL 23-115,2023-07-01T03:00:00Z,"Animal #0
Plant #0",0,0,18.49914,-67.14845,IBL,,passenger,NA,Animal_IBL
TK:4670:23,Florida,IBL 23-114,2022-12-31T07:00:00Z,NA,NA,NA,24.5652,-81.7987,IBL,,passenger,NA,Animal_IBL
TK:7891:23,Puerto Rico,IBL 23-114,2023-07-01T03:00:00Z,"Animal #15
Plant #4.3",6.8038799999999995,1.9504456,18.51361,-67.07102,IBL,,passenger,NA,Animal_IBL
TK:4669:23,Florida,IBL 23-113,2023-01-02T09:50:00Z,NA,NA,NA,25.0115,-80.5151,IBL,,passenger,NA,Animal_IBL
TK:7851:23,Puerto Rico,IBL 23-113,2023-06-29T03:00:00Z,"Animal # 22.00
Plant # 15.00",9.979023999999999,6.8038799999999995,18.4667,-66.19794,IBL,,passenger,NA,Animal_IBL
TK:4668:23,Florida,IBL 23-112,2023-01-02T08:43:00Z,NA,NA,NA,24.721,-81.0187,IBL,,passenger,NA,Animal_IBL
TK:7531:23,Puerto Rico,IBL 23-112,2023-06-22T09:00:00Z,"Animal # 5.50
Plant # 5.00",2.4947559999999998,2.26796,18.36681,-67.26869,IBL,,passenger,NA,Animal_IBL
TK:4667:23,Florida,IBL 23-111,2023-01-01T20:40:00Z,NA,NA,NA,24.9243,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:7528:23,Puerto Rico,IBL 23-111,2023-06-21T09:00:00Z,"Animal # 0.00
Plant # 24.50",0,11.113004,18.0129,-67.16997,IBL,,passenger,NA,Animal_IBL
TK:7460:23,Puerto Rico,IBL 23-110,2023-06-22T03:00:00Z,"Animal # 27.00
Plant # 13.00",12.246984,5.896696,18.49116,-66.61036,IBL,,passenger,NA,Animal_IBL
TK:4666:23,Florida,IBL 23-110,2023-01-01T20:34:00Z,NA,NA,NA,24.721,-81.0187,IBL,,passenger,NA,Animal_IBL
TK:4665:23,Florida,IBL 23-109,2023-01-01T20:27:00Z,NA,NA,NA,24.9243,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:7293:23,Puerto Rico,IBL 23-109,2023-06-19T03:00:00Z,"Animal # 0.00
Plant # 17.00",0,7.711064,18.51526,-67.08767,IBL,,passenger,NA,Animal_IBL
TK:4664:23,Florida,IBL 23-108,2023-01-01T20:18:00Z,NA,NA,NA,24.6923,-81.0855,IBL,,passenger,NA,Animal_IBL
TK:7292:23,Puerto Rico,IBL 23-108,2023-06-17T03:00:00Z,"Animal # 12.00
Plant # 5.00",5.443104,2.26796,18.4794,-66.26772,IBL,,passenger,NA,Animal_IBL
TK:7247:23,Puerto Rico,IBL 23-107,2023-06-15T03:00:00Z,"Animal #0.0 pounds
Plant # 0.0 pounds",0,0,18.06405,-67.86712,IBL,,passenger,NA,Animal_IBL
TK:4663:23,Florida,IBL 23-107,2023-01-01T08:09:00Z,NA,NA,NA,24.726,-81.0446,IBL,,passenger,NA,Animal_IBL
TK:4662:23,Florida,IBL 23-106,2023-01-01T20:02:00Z,NA,NA,NA,24.771,-80.912,IBL,,passenger,NA,Animal_IBL
TK:7175:23,Puerto Rico,IBL 23-106,2023-06-12T03:00:00Z,"Animal # 6.0 pounds
Plant # 11.0 pounds",2.721552,4.9895119999999995,18.4917,-66.94443,IBL,,passenger,NA,Animal_IBL
TK:7043:23,Puerto Rico,IBL 23-105,2023-06-01T03:00:00Z,"Animal #14
Plant #0.3",6.350288,0.1360776,18.37558,-67.23891,IBL,,passenger,NA,Animal_IBL
TK:4661:23,Florida,IBL 23-105,2023-01-01T19:52:00Z,NA,NA,NA,25.0865,-80.4475,IBL,,passenger,NA,Animal_IBL
TK:4660:23,Florida,IBL 23-104,2023-01-01T19:44:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:6937:23,Puerto Rico,IBL 23-104,2023-05-28T03:00:00Z,"Animal # 45.00
Plant # 10.00",20.41164,4.53592,18.23216,-65.62175,IBL,,passenger,NA,Animal_IBL
TK:4659:23,Florida,IBL 23-103,2023-01-01T09:12:00Z,NA,NA,NA,24.55975,-81.7837,IBL,,passenger,NA,Animal_IBL
TK:6655:23,Puerto Rico,IBL 23-103,2023-05-18T03:00:00Z,"Animal # 5.00
Plant # 1.00",2.26796,0.453592,18.47575,-66.31863,IBL,,passenger,NA,Animal_IBL
TK:4658:23,Florida,IBL 23-102,2022-12-31T03:00:00Z,NA,NA,NA,25.01805,-80.5113,IBL,,passenger,NA,Animal_IBL
TK:6336:23,Puerto Rico,IBL 23-102,2023-05-06T03:00:00Z,"Animal #0.0 pounds
Plant #0.0 pounds",0,0,18.51211,-67.10892,IBL,,passenger,NA,Animal_IBL
TK:4657:23,Florida,IBL 23-101,2022-12-31T11:30:00Z,NA,NA,NA,24.72164,-81.0197,IBL,,passenger,NA,Animal_IBL
TK:6319:23,Puerto Rico,IBL 23-101,2023-05-05T03:00:00Z,"Animal # 4.00
Plant # 3.00",1.814368,1.360776,18.47197,-66.28492,IBL,,passenger,NA,Animal_IBL
TK:4656:23,Florida,IBL 23-100,2022-12-31T10:57:00Z,NA,NA,NA,25.018,-80.5113,IBL,,passenger,NA,Animal_IBL
TK:6233:23,Puerto Rico,IBL 23-100,2023-04-29T03:00:00Z,"Animal # 0.00
Plant # 3.00",0,1.360776,18.49083,-66.60811,IBL,,passenger,NA,Animal_IBL
TK:4655:23,Florida,IBL 23-099,2022-12-31T08:36:00Z,NA,NA,NA,24.7704,-80.9075,IBL,,passenger,NA,Animal_IBL
TK:6223:23,Puerto Rico,IBL 23-099,2023-04-28T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.50432,-67.00346,IBL,,passenger,NA,Animal_IBL
TK:4654:23,Florida,IBL 23-098,2022-12-30T09:40:00Z,NA,NA,NA,24.824,-80.8136,IBL,,passenger,NA,Animal_IBL
TK:6169:23,Puerto Rico,IBL 23-098,2023-04-24T03:00:00Z,"Animal 2.0 pounds
Plant 0.0 pounds",0.907184,0,18.47895,-67.16879,IBL,,passenger,NA,Animal_IBL
TK:4653:23,Florida,IBL 23-097,2022-12-26T19:37:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:4651:23,Florida,IBL 23-096,2022-12-25T19:19:00Z,NA,NA,NA,25.1253,-80.4058,IBL,,passenger,NA,Animal_IBL
TK:4650:23,Florida,IBL 23-095,2022-12-25T05:50:00Z,NA,NA,NA,24.7213,-81.0175,IBL,,passenger,NA,Animal_IBL
TK:6128:23,Puerto Rico,IBL 23-095,2023-04-23T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.49961,-67.14807,IBL,,passenger,NA,Animal_IBL
TK:6127:23,Puerto Rico,IBL 23-094,2023-04-23T03:00:00Z,"Animal# 2.9
Plant# 0",1.3154168,0,18.37627,-67.23859,IBL,,passenger,NA,Animal_IBL
TK:4649:23,Florida,IBL 23-094,2022-12-23T08:59:00Z,NA,NA,NA,24.7138,-81.0904,IBL,,passenger,NA,Animal_IBL
TK:6051:23,Puerto Rico,IBL 23-093,2023-04-18T09:00:00Z,"Animal # 12.50
Plant # 14.50",5.6699,6.577084,17.9601,-66.42958,IBL,,passenger,NA,Animal_IBL
TK:4648:23,Florida,IBL 23-093,2022-12-23T08:51:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:6024:23,Puerto Rico,IBL 23-092,2023-04-17T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.51367,-67.04667,IBL,,passenger,NA,Animal_IBL
TK:4647:23,Florida,IBL 23-092,2022-12-23T08:41:00Z,NA,NA,NA,24.82649,-80.813,IBL,,passenger,NA,Animal_IBL
TK:4646:23,Florida,IBL 23-091,2022-12-22T08:55:00Z,NA,NA,NA,24.6915,-81.0861,IBL,,passenger,NA,Animal_IBL
TK:6022:23,Puerto Rico,IBL 23-091,2023-04-16T03:00:00Z,"Animal # 2.0 pounds
Plant # 0.0 pounds",0.907184,0,18.44966,-65.89623,IBL,,passenger,NA,Animal_IBL
TK:4645:23,Florida,IBL 23-090,2022-12-22T08:45:00Z,NA,NA,NA,24.7346,-81.0132,IBL,,passenger,NA,Animal_IBL
TK:6021:23,Puerto Rico,IBL 23-090,2023-04-15T03:00:00Z,"Animal # 4.0 pounds
Plant # 1.0 pounds",1.814368,0.453592,18.44687,-65.90968,IBL,,passenger,NA,Animal_IBL
TK:6020:23,Puerto Rico,IBL 23-089,2023-04-15T03:00:00Z,"Animal # 2.5 pounds
Plant # 1.0 pounds",1.13398,0.453592,17.9693,-67.21272,IBL,,passenger,NA,Animal_IBL
TK:4644:23,Florida,IBL 23-089,2022-12-21T16:28:00Z,NA,NA,NA,24.824,-80.8137,IBL,,passenger,NA,Animal_IBL
TK:4643:23,Florida,IBL 23-088,2022-12-21T08:46:00Z,NA,NA,NA,24.6483,-81.3318,IBL,,passenger,NA,Animal_IBL
TK:6004:23,Puerto Rico,IBL 23-088,2023-04-14T03:00:00Z,"Animal# 64
Plant# 2",29.029888,0.907184,18.435669999999998,-65.86529,IBL,,passenger,NA,Animal_IBL
TK:4640:23,Florida,IBL 23-087,2022-12-19T15:52:00Z,NA,NA,NA,24.9098,-80.6421,IBL,,passenger,NA,Animal_IBL
TK:5988:23,Puerto Rico,IBL 23-087,2023-04-13T03:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds",0,0,18.36834,-67.2649,IBL,,passenger,NA,Animal_IBL
TK:4639:23,Florida,IBL 23-086,2022-12-18T15:41:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:5948:23,Puerto Rico,IBL 23-086,2023-04-12T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.50864,-67.02677,IBL,,passenger,NA,Animal_IBL
TK:4638:23,Florida,IBL 23-085,2022-12-18T09:39:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:5942:23,Puerto Rico,IBL 23-085,2023-04-11T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.05782,-65.80675,IBL,,passenger,NA,Animal_IBL
TK:4637:23,Florida,IBL 23-084,2022-12-18T09:25:00Z,NA,NA,NA,25.08201,-80.4427,IBL,,passenger,NA,Animal_IBL
TK:5650:23,Puerto Rico,IBL 23-084,2023-03-31T03:00:00Z,"Animal # 4.5 pounds
Plant # 0.0 pounds",2.041164,0,18.47084,-67.16856,IBL,,passenger,NA,Animal_IBL
TK:4636:23,Florida,IBL 23-083,2022-12-17T17:17:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:5655:23,Puerto Rico,IBL 23-083,2023-03-31T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.37939,-67.48145,IBL,,passenger,NA,Animal_IBL
TK:4635:23,Florida,IBL 23-082,2022-12-17T15:51:00Z,NA,NA,NA,24.56637,-81.67282,IBL,,passenger,NA,Animal_IBL
TK:5611:23,Puerto Rico,IBL 23-082,2023-03-30T03:00:00Z,"Animal# 6.3
Plant# 1",2.8576296,0.453592,18.01331,-67.1696,IBL,,passenger,NA,Animal_IBL
TK:4634:23,Florida,IBL 23-081,2022-12-16T07:36:00Z,NA,NA,NA,25.01411,-80.5119,IBL,,passenger,NA,Animal_IBL
TK:5451:23,Puerto Rico,IBL 23-081,2023-03-26T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.06053,-67.19957,IBL,,passenger,NA,Animal_IBL
TK:4633:23,Florida,IBL 23-080,2022-12-14T07:00:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:5450:23,Puerto Rico,IBL 23-080,2023-03-26T03:00:00Z,"Animal# 5
Plant# 0",2.26796,0,18.4852,-66.38518,IBL,,passenger,NA,Animal_IBL
TK:4632:23,Florida,IBL 23-079,2022-12-15T09:24:00Z,NA,NA,NA,25.0414,-80.5153,IBL,,passenger,NA,Animal_IBL
TK:5449:23,Puerto Rico,IBL 23-079,2023-03-26T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.46891,-66.46675,IBL,,passenger,NA,Animal_IBL
TK:4631:23,Florida,IBL 23-078,2022-12-15T08:53:00Z,NA,NA,NA,24.7131,-81.0904,IBL,,passenger,NA,Animal_IBL
TK:5426:23,Puerto Rico,IBL 23-078,2023-03-24T03:00:00Z,"ANIMAL #0
PLANT #0",0,0,18.51588,-67.09725,IBL,,passenger,NA,Animal_IBL
TK:5293:23,Puerto Rico,IBL 23-077,2023-03-16T03:00:00Z,"ANIMAL #0
PLANT #0",0,0,18.47617,-66.18988,IBL,,passenger,NA,Animal_IBL
TK:4630:23,Florida,IBL 23-077,2022-12-15T07:41:00Z,NA,NA,NA,24.7134,-81.0904,IBL,,passenger,NA,Animal_IBL
TK:4629:23,Florida,IBL 23-076,2022-12-15T07:15:00Z,NA,NA,NA,24.7138,-81.0904,IBL,,passenger,NA,Animal_IBL
TK:5267:23,Puerto Rico,IBL 23-076,2023-03-16T03:00:00Z,"Animal # 5 pounds
Plant # 2 pounds",2.26796,0.907184,18.013,-67.17007,IBL,,passenger,NA,Animal_IBL
