"","CITY_DEST_NAME","STATE_DEST_CD"
"938","TORRENCE","CA"
"939","ARCAIA","FL"
"940","SEAGRASS","TX"
"941","NEW ORLENIAS","LA"
"942","GRAND ISLAND","NC"
"943","ODEN","UT"
"944","LAKE MORENO","CA"
"945","BLOOMINGTON","VT"
"946","PREMOUNT","TX"
"947","ALLANTA","TX"
"948","NO NAME","IA"
"949","SPEAR","WI"
"950","FLYNN SPRINGS","CA"
"951","CAMP PENELTON","CA"
"952","SAMITE","SC"
"953","PHAR","TX"
"954","NEW YORK","NJ"
"955","HIDALGO","TN"
"956","LOS ANGLES","CA"
"957","TECATE","LA"
"958","GILLET","WI"
"959","ICHICAGO","IL"
"960","TACNC","AZ"
"961","MCGEHEE","KS"
"962","WORTHY","NM"
"963","FALURRIAS","TX"
"964","SAINAS","CA"
"965","WASICA","TX"
"966","NEW BRAUAFUELS","TX"
"967","BINISE","CA"
"968","VIRGINA","VA"
"969","WITTIER","CA"
"970","PHARR","TN"
"971","UKIHA","CA"
"972","LO BANOS","CA"
"973","ALB","NM"
"974","KINGSBOUGH","CA"
"975","TEMPO","TX"
"976","STORM LAKE","ID"
"977","COTULA","TX"
"978","BERLEY","TX"
"979","LITTLEROCK","AR"
"980","DENNISON","IA"
"981","BOLTON","LA"
"982","CARMAL","CA"
"983","GUIMON","OK"
"984","SYLMORE","CA"
"985","UTAH","MN"
"986","PLENO","TX"
"987","MISION VIEJO","CA"
"988","RIVERSIDE","TN"
"989","PENASQUITOS","CA"
"990","HEMMET","CA"
"991","MONTE ROJO","CO"
"992","CLEBORNE","TX"
"993","CHARLES","LA"
"994","LINA","TX"
"995","ATA SEMA","AL"
"996","GREEN VALLEY","DE"
"997","MENAR","TX"
"998","ANHIEN","CA"
"999","CHACAGO","IL"
"1000","CLAIRMONT MESA","CA"
"1001","GEORGWETOWN","TX"
"1002","PASCALULA","MI"
"1003","FORTHWORTH","TX"
"1004","CINCINATTI","OH"
"1005","FIREBALL","CA"
"1006","ALBANY","WA"
"1007","HANGTINGTON PARK","CA"
"1008","RICH CREST","CA"
"1009","LAS MIPAS","TX"
"1010","UNKNOWN","NC"
"1011","LAKEISDE","CA"
"1012","CAPISTARNO BEACH","CA"
"1013","LOWISBURG","NC"
"1014","LOWVILLE","KY"
"1015","TEMECULAC","CA"
"1016","AVIAN","TN"
"1017","DINCEBO","CA"
"1018","WATSUNVILLE","CA"
"1019","SAELY","TX"
"1020","WEST CONINA","CA"
"1021","GRAYSON","CO"
"1022","JULLIETE","IL"
"1023","TECATE","DE"
"1024","UNKNOWN","CA"
"1025","SAINT LOIUS","MO"
"1026","RIO","TX"
"1027","BLY","AZ"
"1028","SPARTARBURG","CA"
"1029","MIRANDA CITY","TX"
"1030","TULOCK","CA"
"1031","RAWLY","NC"
"1032","OLD RIVER","OR"
"1033","SOCORRO","UT"
"1034","HERMITAGE","AR"
"1035","LAREDO","VT"
"1036","TORONTO","DC"
"1037","NEW PORT BEACH","CA"
"1038","RODONDO BEACH","CA"
"1039","LIFKIN","TX"
"1040","SUR DEL MONTE","CA"
"1041","GREENSBUR","KY"
"1042","RUIODOSO","NM"
"1043","MILPAS","TX"
"1044","EPTON","KY"
"1045","MONETTA","SC"
"1046","FERTUS FALLS","MN"
"1047","GRIMBO","TX"
"1048","WINDSON","CO"
"1049","JONHSTON","TX"
"1050","ARMARILLO","TX"
"1051","RIO ALTO","CA"
"1052","MISSION VIJAHO","CA"
"1053","BURLINGTON","CA"
"1054","KENTUKY","LA"
"1055","ARVEN","CA"
"1056","RANCH BERNARDO","CA"
"1057","HIADLGO","TX"
"1058","SPEARFISH","MT"
"1059","VICTORIA","CA"
"1060","DESERT SPRING","CA"
"1061","COLORADO SPRING","CO"
"1062","BATTOM ROUGE","LA"
"1063","LAUNDALE","CA"
"1064","POWAY","DE"
"1065","DENCER","CO"
"1066","UNKNOWN","AZ"
"1067","SPRINGFIELD","IN"
"1068","NEW  BRAWNFILLE","TX"
"1069","GREENRIVER","LA"
"1070","DATELAND","CA"
"1071","TEJUNGA","CA"
"1072","CINCINNATI","CT"
"1073","FORTWORTH","TX"
"1074","HOCKLEY","TX"
"1075","DELFLOWER","CA"
"1076","CANADA","DC"
"1077","PENNSYLVANIA","NJ"
"1078","WAYCO","GA"
"1079","PASADELA","CA"
"1080","DATE LAND","AZ"
"1081","FORTH WORTH","TX"
"1082","PASCULA","MS"
"1083","SANLINAS","CA"
"1084","SOCCORO","TX"
"1085","MCCALLEN","TX"
"1086","WOODBINNE","MD"
"1087","UNKNOWN","WI"
"1088","HIDAGLO","TX"
"1089","UNKNOWN","AK"
"1090","ELK CAJON","CA"
"1091","MURRAY","TX"
"1092","ALBUQURQUE","NM"
"1093","PUEBELO","CO"
"1094","WESTMORLAND","LA"
"1095","BARLEY","ID"
"1096","CORDEW","TX"
"1097","COOKSVILLE","TN"
"1098","PALOS VERDES","CA"
"1099","ALEX","TX"
"1100","OLMSTEAD","KY"
"1101","CORPUS CHRISTIE","TX"
"1102","WALLINGREEN","KY"
"1103","SPAIN","TX"
"1104","COLEOPOLIS","PA"
"1105","T OR C","NM"
"1106","TILES","TX"
"1107","ORANGE COUNTY","FL"
"1108","LAFAYETTE","TN"
"1109","CORMBA","NY"
"1110","MOISSION","TX"
"1111","COLONBIA","MT"
"1112","IRIVING","TX"
"1113","CHINA HILLS","CA"
"1114","MENDOCOFAY","AL"
"1115","CARSON CITY","CA"
"1116","SAN JASINTO","CA"
"1117","BARSTON","CA"
"1118","ONTANO","CA"
"1119","CABANA","CA"
"1120","LIVINGTON","CA"
"1121","LAKE SIDE","CA"
"1122","CARSBROOK","CA"
"1123","MONTEBILLO","CA"
"1124","STOCTON","CA"
"1125","POTREREO","CA"
"1126","BROWN FIELD","CA"
"1127","POSADENA","TX"
"1128","FRANK FORT","IN"
"1129","NO NAME","NC"
"1130","SOMERTON","LA"
"1131","BAKERS","AZ"
"1132","PAINTED ROCK","AZ"
"1133","SABANA","GA"
"1134","SLYMAR","CA"
"1135","PHOENIZ","AZ"
"1136","YENINGTON","NV"
"1137","DEL SUN","CA"
"1138","BALWIN PARK","CA"
"1139","SWEETWATER","CA"
"1140","HORSECAVE","KY"
"1141","UNKNOWN","HI"
"1142","SAN ANTONIO","CA"
"1143","CANTINA","CA"
"1144","UTAH","CA"
"1145","ENSCONDIDO","CA"
"1146","COACHELA","CA"
"1147","VASELIA","CA"
"1148","BERRY","KY"
"1149","GLEESON","AZ"
"1150","FONTENA","CA"
"1151","MAIR MESA","CA"
"1152","OXFNERL","CA"
"1153","SALT LAKE CITY","CA"
"1154","SAN ELIZORIO","TX"
"1155","LAKE MORENA","CA"
"1156","SUSA","CA"
"1157","GREYTOWN","KS"
"1158","ATLANTO","GA"
"1159","ROBERTAONVILLE","NC"
"1160","HALLSVILLE","AL"
"1161","PIONT LOMA","CA"
"1162","HUNGTINGTON PARK","CA"
"1163","NORTH SHORES","CA"
"1164","GREENSBORO","MS"
"1165","CENTRAL CENTER","CO"
"1166","OXARD","CA"
"1167","MCALLE","NE"
"1168","ABEVILLE","LA"
"1169","SAN SAN YSIDRO","CA"
"1170","MOREN VALLEY","CA"
"1171","CANOTILLO","TX"
"1172","REVLONS","CA"
"1173","PITTSBURGH","CA"
"1174","LUNTA GORDA","FL"
"1175","CELIS","CA"
"1176","SAN LUIS","ID"
"1177","MANIFEE","CA"
"1178","MCNEIL","AZ"
"1179","MISSION","NE"
"1180","NEW BRAUNSFELS","TX"
"1181","GADANA","CA"
"1182","LONGMONT","CA"
"1183","PLOMONA","CA"
"1184","CUYAMACHA","CA"
"1185","PELANE","CA"
"1186","KINOSHA","WI"
"1187","BOTAL","AR"
"1188","GRACIE","CA"
"1189","HENDERSON VIEW","NC"
"1190","BULLHEAD CITY","CA"
"1191","ST. JAMES","LA"
"1192","ODESSA","NM"
"1193","VANDEMERE","NC"
"1194","RANCHO LAS PALMAS","CA"
"1195","CULA VISTA","CA"
"1196","YUACAIPA","CA"
"1197","BLAINE","MT"
"1198","OHOENIX","AZ"
"1199","ARMADO","AZ"
"1200","EL PASO","UT"
"1201","AMANDO","AZ"
"1202","BELLUEW","OH"
"1203","MANFORD","OR"
"1204","ENKORAGE","AR"
"1205","PALVIEW","TX"
"1206","BUENA","CA"
"1207","TRENTOR","NJ"
"1208","MEACON","GA"
"1209","SAN BENTIO","TX"
"1210","RAYMONSVILE","TX"
"1211","HOLIESTER","CA"
"1212","LOS LAURELES","TX"
"1213","ORANGE CITY","CA"
"1214","MARMESA","CA"
"1215","VANCOUVER","IT"
"1216","BACKVILLE","CA"
"1217","RAYMONVILLE","TX"
"1218","NEW YORK","CA"
"1219","SANTA ISABEL","CA"
"1220","PATOGONIA","AZ"
"1221","MANASSA","CO"
"1222","BEEVILE","TX"
"1223","LA FUERTE","CA"
"1224","CAHON CITY","TX"
"1225","BOINTA","CA"
"1226","TOMBSTONA","AZ"
"1227","HOMESTEAD","IN"
"1228","CHIRO HILLS","CA"
"1229","LEMON GROOVE","CA"
"1230","CORTE VILLA","CA"
"1231","BULLHEAD","CA"
"1232","KILLEN","TX"
"1233","ALOINC","CA"
"1234","MEXICARI","CA"
"1235","HEPERIA","CA"
"1236","ALBUQUERQUE","TX"
"1237","LACOSTE","TX"
"1238","ENJNITA","CA"
"1239","KALEENE","TX"
"1240","COOLAGE","AZ"
"1241","GILA RIVER","AZ"
"1242","ENSENITAS","CA"
"1243","LEHHOX","CA"
"1244","COBINA","CA"
"1245","SELINA","CA"
"1246","APPINE","CA"
"1247","TULE LAKE","CA"
"1248","VALLEY","CA"
"1249","EDMONTON","IT"
"1250","RODEO","AZ"
"1251","LAREDO","TN"
"1252","LOS COCHIS","CA"
"1253","MYNAH","SC"
"1254","TULPRE","CA"
"1255","HUACHUCA","AZ"
"1256","ROSEWELL","GA"
"1257","LAKE PLAINS","FL"
"1258","TUMACOCORI","AZ"
"1259","TORANTO","CA"
"1260","RIVER RANCH","CA"
"1261","GOUINTON","LA"
"1262","CAMARENO","CA"
"1263","ORKLAND","CA"
"1264","COLIDGE","AZ"
"1265","OMHA","NE"
"1266","SAN DIEGO NORTH PARK","CA"
"1267","BLYTHE","AZ"
"1268","PERTLEVILLE","AZ"
"1269","TUCSON","AL"
"1270","BRITISH COLUMBIA","AZ"
"1271","MIREMA","CA"
"1272","MOCLESTO","CA"
"1273","WILLINGTON","CA"
"1274","VICTORIA","WA"
"1275","LOGAN","AZ"
"1276","HALEN","MI"
"1277","WALLA WALLA","CA"
"1278","SAN YSIDRO","VT"
"1279","SAINT CHARLES","LA"
"1280","MCALLEN","TN"
"1281","YOKUM","TX"
"1282","MONTRERY PARK","CA"
"1283","BARETT","CA"
"1284","CLOBIS","CA"
"1285","CAYAMUCA","CA"
"1286","PATASUALA","OH"
"1287","ONTATIO","CA"
"1288","YAKAMA","WA"
"1289","COACHILLE","CA"
"1290","FREE MOUNT","CA"
"1291","GREENSBORO","CA"
"1292","YADIMA","CA"
"1293","SONITO","AZ"
"1294","PLANES","KS"
"1295","PERRINGTON","TX"
"1296","TRUTH OR CONSEQUNCES","NM"
"1297","LOYALTOWN","CA"
"1298","EANTHONY","NM"
"1299","MAITLAND","AZ"
"1300","SOLANA","CA"
"1301","FONTIAR","CA"
"1302","FONTARA","CA"
"1303","PLAIN VIEW","TX"
"1304","FONTAINE","CA"
"1305","BERCLAY","CA"
"1306","COLORADO","CA"
"1307","POTTERVILLE","CA"
"1308","BERLMONT","CA"
"1309","STAINFIELD","AZ"
"1310","POLOMAR","CA"
"1311","BENSEN","AZ"
"1312","ALEXANDRIA","MS"
"1313","PORT IVIBRA","LA"
"1314","UNKNOWN","ME"
"1315","PORRT ISABEL","TX"
"1316","HISPENA","CA"
"1317","SILMAR","CA"
"1318","SELMAR","CA"
"1319","TECATE","AR"
"1320","SAN LINAS","AZ"
"1321","KINGSTON","TX"
"1322","SAN FRANCISCO","AR"
"1323","CORONANDO","CA"
"1324","LASESIDE","CA"
"1325","LONGA","CA"
"1326","LAMIRADSA","CA"
"1327","LA JOIIA","CA"
"1328","EL MONTO","CA"
"1329","FRENSO","CA"
"1330","AJO","LA"
"1331","DAWN VALLEY","AZ"
"1332","AQUABONITA","AZ"
"1333","HARLINGTON","TX"
"1334","DELANO","DE"
"1335","PLASTER","CA"
"1336","PORT ARANSUS","TX"
"1337","DAYTON","AZ"
"1338","LIBERAL","TX"
"1339","LOS MESA","CA"
"1340","POLOS VERDES","CA"
"1341","MIAMI","CA"
"1342","ACLAEY","IA"
"1343","BARCLAY","CA"
"1344","BLYTE","AZ"
"1345","AGUA BENITA","AZ"
"1346","ELGINE","AZ"
"1347","MORNA VALLEY","CA"
"1348","WINACHI","WA"
"1349","HESPIRIA","CA"
"1350","SANTA MARICA","CA"
"1351","BLACK CALIFORNIA","CA"
"1352","MANSFORD","OR"
"1353","LA MES","CA"
"1354","LAKE PARK","GA"
"1355","JUNKAN","AK"
"1356","SALIANAS","CA"
"1357","WARREN","AZ"
"1358","MERIFEE","CA"
"1359","PAKER","AZ"
"1360","HORTON","TX"
"1361","LAMESA","CA"
"1362","BRIGHTEN","CO"
"1363","TUSCALOOSA","FL"
"1364","ANCHORISH","AK"
"1365","QUARTZSITE","CA"
"1366","TENTON","KY"
"1367","LAJOYA","TX"
"1368","PINE TOP","AZ"
"1369","HERBRONVILLE","TX"
"1370","SANTA FE","NJ"
"1371","NAPLE","TX"
"1372","SAUHARITA","AZ"
"1373","BILUXI","MS"
"1374","BART","CA"
"1375","ROSEWELL","NM"
"1376","SANTEE","DE"
"1377","RANCHO SANTA FE","DE"
"1378","PIORIA","AZ"
"1379","SAN JUGUIN","CA"
"1380","HOBBS","NJ"
"1381","GRAVEL BEACH","CA"
"1382","LOS BAÑOS","CA"
"1383","SAN CARLO","AZ"
"1384","BARR","CA"
"1385","CHULA VISTA","VT"
"1386","SANTA MARINO","CA"
"1387","WATTSON VILLE","CA"
"1388","MORENA","CA"
"1389","MOOR PARK","CA"
"1390","SAN QUINTEE","CA"
"1391","MARENO","CA"
"1392","POTRERO","AR"
"1393","MEMPHERE","OR"
"1394","METFORD","OR"
"1395","SELENO","CA"
"1396","WAYCO","TX"
"1397","WYOMING","CA"
"1398","KECHIGAN","AK"
"1399","MOPA","CA"
"1400","QUADRILLA","TX"
"1401","RICHMOUNT","CA"
"1402","CHARLOTTE","SC"
"1403","EDINBURH","TX"
"1404","AIPINE","CA"
"1405","SIERRA MANTE","CA"
"1406","PATRERO","CA"
"1407","EHCINO","CA"
"1408","ENAINTES","CA"
"1409","VIEJAR","CA"
"1410","CAMPTAN","CA"
"1411","STRANSFORA","CA"
"1412","DUGLAS","AZ"
"1413","OTAY LAKES","CA"
"1414","CHICKOSHA","OK"
"1415","GEROJE","UT"
"1416","EL POTRERO","CA"
"1417","SOREDEA","CA"
"1418","POINTLOMA","CA"
"1419","PORT PASCO","TX"
"1420","RIVERSIDE","DE"
"1421","FABENS","NM"
"1422","SONIOTA","AZ"
"1423","SAN LOMEL","AZ"
"1424","PASCAL","WA"
"1425","HEIMET","CA"
"1426","EDINGBERG","TX"
"1427","SAN JAUN","TX"
"1428","SUNNYDALE","WA"
"1429","OREGAN","UT"
"1430","CHERICO","CA"
"1431","DOIUGLAS","AZ"
"1432","BROEWNSVILLE","TX"
"1433","BLACKEVILLE","TX"
"1434","LA HOJA","CA"
"1435","ESCODIDO","CA"
"1436","HEBRONSVILLE","TX"
"1437","MCKINLEY","TX"
"1438","EVENAL","CA"
"1439","LEMON GROVE","AR"
"1440","EDOUGLAS","AZ"
"1441","PALM CLOSERT","CA"
"1442","AGUA BONITA","AZ"
"1443","BEATONVILLE","CA"
"1444","CORLTON","CA"
"1445","BARN WELL","CA"
"1446","SAN DIEGO","IT"
"1447","SAN ANTONIO","MN"
"1448","EL MCAJON","CA"
"1449","SIXFLAG","CA"
"1450","MADORA","CA"
"1451","BROWN BEACH","CA"
"1452","DE LENO","CA"
"1453","KNOTTS BERRY FARM","CA"
"1454","MEMET","CA"
"1455","EL CENTRO","DE"
"1456","PHEIPS","CA"
"1457","ABERDEEN","MN"
"1458","LEMIN GROVE","CA"
"1459","LAGUINA","CA"
"1460","OCEANSIDE","AZ"
"1461","IPERIAL BEACH","CA"
"1462","MARRIETA","CA"
"1463","SAN DIEGO","AZ"
"1464","COSTA MESA","DE"
"1465","RIO ANEHO","NJ"
"1466","FALLS CHURCH","CA"
"1467","ENCINITA","CA"
"1468","FILMORE","CA"
"1469","SUNSITE","AZ"
"1470","TARRANCE","CA"
"1471","SUN DOWN","TX"
"1472","LEWISVILLE","KY"
"1473","BELINOT","VT"
"1474","MERA MESA","CA"
"1475","KERVILLE","TX"
"1476","RANCHO PENSQUITOS","CA"
"1477","NEW JERSEY","CA"
"1478","NEW HEAVEN","CA"
"1479","ROLE","AZ"
"1480","LYNN SIDE","CA"
"1481","TULANE","DE"
"1482","PROMO","UT"
"1483","VIEJA","CA"
"1484","MARIETTA","AR"
"1485","TULSA","CA"
"1486","COOLEDGE","AZ"
"1487","DOUBLE ADOBLE","AZ"
"1488","LA GANA HILL","CA"
"1489","BIGBEAR","CA"
"1490","HUINGTON PARK","CA"
"1491","SHAURITA","AZ"
"1492","HUNINGTON BEACH","CA"
"1493","CAMPSON","CA"
"1494","HAMPTONVILLE","NC"
"1495","SUMERTON","AZ"
"1496","BLOOUNYTAN","CA"
"1497","JACUMBA","RI"
"1498","GREENEY","CO"
"1499","DURHAN","TX"
"1500","MANHEIM","CA"
"1501","ALTON","CA"
"1502","CHULA VISTA","NM"
"1503","DISDALE","OR"
"1504","OBERTON","OR"
"1505","BRISTON","NJ"
"1506","VEJAS CACINO","CA"
"1507","RAMUNA","CA"
"1508","STOCHTEN","CA"
"1509","HILL BEND","AZ"
"1510","WILLSTONE","NC"
"1511","BASTON","CA"
"1512","TEMUCULA","CA"
"1513","FONTANO","CA"
"1514","PAMORE","CA"
"1515","BEUMONT","CA"
"1516","MERRILLAN","WI"
"1517","WASHINGTON","OR"
"1518","VIAJAS CASINO","CA"
"1519","VEIJAS CAISNO","CA"
"1520","MORANA","AZ"
"1521","GRIMES","CA"
"1522","CASTARI","CA"
"1523","POSCO","CA"
"1524","COWBRIDGE","CA"
"1525","CHARLOTTESVILLE VIRGINIA","VA"
"1526","LAKE TAHOO","CA"
"1527","VELERCIA","CA"
"1528","CAROGA PARK","CA"
"1529","VALLEBULA","LA"
"1530","PORCELL","OK"
"1531","FALON","OR"
"1532","MAIRMESA","CA"
"1533","BROWNVILLE","TX"
"1534","ATHENAS","TN"
"1535","LINDSY","CA"
"1536","LA MIRADO","CA"
"1537","SANTA MORICA","CA"
"1538","MONTREAL","TX"
"1539","SERENTO VALLEY","CA"
"1540","DISTILLATION","CA"
"1541","CORONADO SPRING","CA"
"1542","SIX FLAG","CA"
"1543","EAGLE","AZ"
"1544","HASTINGS","MT"
"1545","MAR MESA","CA"
"1546","VENICE BEACH","CA"
"1547","LA QUETA","CA"
"1548","CALIPATRI","CA"
"1549","YACUMA","WA"
"1550","KENNET","MO"
"1551","PITBULL","TX"
"1552","LEMONT","CA"
"1553","SAN MARANDING","CA"
"1554","ORANGE ANAHEIM","CA"
"1555","SIERRA MESA","CA"
"1556","ATANA","AZ"
"1557","VICTORVILLE","DE"
"1558","READING","CA"
"1559","MEZA","CA"
"1560","RIDELAND","MS"
"1561","LEMONE","CA"
"1562","CANTON","CA"
"1563","LANSAY","OR"
"1564","PAMPANO BEACH","TX"
"1565","SOLANO BEACH","CA"
"1566","HERALD HEIGHTS","CA"
"1567","BRAKETTVILLE","TX"
"1568","LONGVOTE","FL"
"1569","VALLENCIA","CA"
"1570","CANOSHIA","WI"
"1571","LRVINE","CA"
"1572","CALGARY CANADA","IT"
"1573","KEY PORT","CA"
"1574","WASHINGTON STATE","WA"
"1575","CARTHAG","MT"
"1576","TACOMA","CA"
"1577","DAVENPORT","IN"
"1578","PALOMER","CA"
"1579","SPOKANE","CA"
"1580","SAN DIEGO","RI"
"1581","SEASIDE","DE"
"1582","SANHEIM","CA"
"1583","PALAMAR","CA"
"1584","MEPHIS","TN"
"1585","YNISH","CA"
"1586","POMANA","CA"
"1587","PALOMA","AZ"
"1588","INDI","CA"
"1589","DESERT MIRAGE","CA"
"1590","EAST PALAMER","CA"
"1591","PARAMONT","CA"
"1592","CASA GRANDA","AZ"
"1593","VIGALIA","CA"
"1594","GADSDON","AZ"
"1595","CAWPATMA","CA"
"1596","GREENSVILLE","AR"
"1597","KENTUCKY","IL"
"1598","PORTEVILLE","CA"
"1599","REDBLUFF","CA"
"1600","LEXINGTON","CA"
"1601","POINT LOMA","LA"
"1602","CAMBRIDGE","IT"
"1603","CARSON CITY","KS"
"1604","SOMESTOM","CA"
"1605","RAPID CITY","IA"
"1606","COLINGA","CA"
"1607","TIERRA SANTA","CA"
"1608","PENIITAS","TX"
"1609","ZELAH","WA"
"1610","LINDSY","DE"
"1611","BRIDGE PORT","WA"
"1612","EPHRAIM","TX"
"1613","NORTH SHORT","CA"
"1614","FERN","LA"
"1615","SEAHLE","WA"
"1616","TEXAS HILLS","AZ"
"1617","SEALEY","CA"
"1618","FORT WORTH","CA"
"1619","SUNNY YALE","CA"
"1620","WIXHAM","MI"
"1621","BURBANK","DE"
"1622","WINTERHAVEN","FL"
"1623","BARRETT LAKE","CA"
"1624","AUSTIN","CA"
"1625","BRAWLE","CA"
"1626","INIDO","CA"
"1627","MORGANZA","LA"
"1628","LA MESA","TX"
"1629","SOMMERTON","AZ"
"1630","BAMMING","CA"
"1631","LA FE","NM"
"1632","BETHLEHEN","PA"
"1633","RALEIGH","TX"
"1634","SAN BUENAVENTURA","CA"
"1635","LULLING","TX"
"1636","MONTEVILLA","CA"
"1637","CLEARMONT","CA"
"1638","SIX FLAGS","CA"
"1639","MAINE","ME"
"1640","HOLVILLE","CA"
"1641","PECHANGA","CA"
"1642","TVLELAKE","CA"
"1643","BAUENA PARK","CA"
"1644","WATSONVILLE","OR"
"1645","SWEET WATER","AL"
"1646","DISNEY LAND","CA"
"1647","HOVER CITY","CA"
"1648","WILLA","AZ"
"1649","THERMAL CITY","CA"
"1650","CAINO","CA"
"1651","BEAMOUNT","CA"
"1652","MILWALKEY","WI"
"1653","TUSTAN","CA"
"1654","BREMERTON","CA"
"1655","BARTON","CA"
"1656","SOUTH LAKE","UT"
"1657","VENTORA","CA"
"1658","GILA VALLEY","AZ"
"1659","LAKE TAHOE","NV"
"1660","BURNSVILLE","TX"
"1661","HARFORD","WI"
"1662","PASEDENA","CA"
"1663","CASTACO","CA"
"1664","JUNEA","AK"
"1665","IRWIN","IN"
"1666","SAINT GAMES","MI"
"1667","ALVIN","CA"
"1668","DUZURA","CA"
"1669","CALIPATRIA","LA"
"1670","QUEBEC","IT"
"1671","TORANCE","CA"
"1672","CHELLIENDER","AZ"
"1673","TACHA","AZ"
"1674","PINA","AZ"
"1675","LA JABRA","CA"
"1676","LONG ISLAND","NY"
"1677","EL CCENTRO","CA"
"1678","EDINBURGH","AZ"
"1679","WINTER HAVEN","CA"
"1680","BLUE GARDENS","CA"
"1681","BOULEVARDE","CA"
"1682","LAREDOT","TX"
"1683","MANTORVILL","MN"
"1684","LONA BEACH","CA"
"1685","MONTEREY","LA"
"1686","MOREHEAD","NC"
"1687","VIEJAS CASINO","CA"
"1688","ENCINITAR","CA"
"1689","SAN FERNARDO","CA"
"1690","LEMON GROCVE","CA"
"1691","SHORTER","AL"
"1692","HELMET","CA"
"1693","LAREDO","CA"
"1694","COVINS","CA"
"1695","TULARI","CA"
"1696","VICTORSVILLE","CA"
"1697","ROSMEADE","CA"
"1698","WAPATO","CA"
"1699","SANTA ANITA","CA"
"1700","VENTARA","CA"
"1701","COVINA","DE"
"1702","LARK","MT"
"1703","MILTON FREEWATER","CA"
"1704","THEMAL","CA"
"1705","CHANDLER","AR"
"1706","BELL FLOWER","CA"
"1707","SANTA FE","DE"
"1708","UMLEY","CA"
"1709","MERSE","CA"
"1710","LOS ARRIEROS","TX"
"1711","BLTHE","CA"
"1712","FERNANDO VALLEY","CA"
"1713","CAMIRILLO","CA"
"1714","GLENCLIFF","AZ"
"1715","BAKERFIELDS","CA"
"1716","BENNING","CA"
"1717","MISSION VELLAJO","CA"
"1718","ROSWELL","CA"
"1719","SOMTERON","AZ"
"1720","LOS BARRIOS","CA"
"1721","ELCENTRO","CA"
"1722","LANDCASTER","CA"
"1723","WALTNUT","CA"
"1724","TACATE","CA"
"1725","ALDER","MT"
"1726","WORDE LEVAN","UT"
"1727","GREENLEE","CO"
"1728","AGILA","AZ"
"1729","WATENSVILLE","CA"
"1730","YUMA","RI"
"1731","AGUILAR","AZ"
"1732","SAN DIEO","CA"
"1733","CONCORAN","CA"
"1734","SAN CLEMENTE","AZ"
"1735","COPPERS COVE","TX"
"1736","MC ALLEN","TX"
"1737","GREENLAND","MS"
"1738","PORT BEACH","CA"
"1739","LAMPASOS","TX"
"1740","BENTON","AZ"
"1741","ROSEWOOD","TX"
"1742","SAFORT","AZ"
"1743","WASHINGTON  DC","WA"
"1744","CHAPARRAL","NH"
"1745","ONTORIO","CA"
"1746","CHUL A VISTA","CA"
"1747","GRAND STATION","CO"
"1748","HARDINDALE","TX"
"1749","SELENA","KS"
"1750","HOUSTONT","TX"
"1751","MISSIO","TX"
"1752","QUARTZITE","AZ"
"1753","MISSIOIN","TX"
"1754","HIDDALGO","TX"
"1755","KANSAY CITY","KS"
"1756","LA PUERTE","CA"
"1757","SAN  JACINTO","CA"
"1758","HUNTSVILLE","CA"
"1759","DODGEDE CITY","KS"
"1760","RILEY","CA"
"1761","NATIONALA CITY","CA"
"1762","`MCALLEN","TX"
"1763","TOBBYHANNA","PA"
"1764","ARIONDALE","AZ"
"1765","MI8SSION","TX"
"1766","BRENDTON","FL"
"1767","CORPUS CHRITI","TX"
"1768","ROCKFORD","CO"
"1769","WILDEMAR","CA"
"1770","PALO VERDE","AZ"
"1771","CHUAL VISTA","CA"
"1772","POCOIMA","CA"
"1773","LYNN","GA"
"1774","BAKERSFIED","CA"
"1775","GREENBAY","WI"
"1776","OTEGO","NY"
"1777","LA QUINTA C","DE"
"1778","SIX FLAGE","CA"
"1779","EGEGIK","AK"
"1780","HAWAIIAN GARDEN","CA"
"1781","EAGER","AZ"
"1782","DOULGAS","AZ"
"1783","KOREA","IT"
"1784","FRESNO","DE"
"1785","MEXICALI","IT"
"1786","SAN DIEGOF","CA"
"1787","GUATAY MESA","CA"
"1788","UNKNOWN","ND"
"1789","KLAMATH","OR"
"1790","COPART","MN"
"1791","ALPINE","AL"
"1792","SAN DIGEO","CA"
"1793","HILLSBURG","CA"
"1794","INSIO","CA"
"1795","BOULDER","UT"
"1796","CUCAMONGA","CA"
"1797","STINBORD","CO"
"1798","JAMICA","CA"
"1799","YUMA PROVING GROUND","AZ"
"1800","WEST CONNA","LA"
"1801","ELMIRAGE","AZ"
"1802","NOGALES","CA"
"1803","SAN DIEGOFF","CA"
"1804","SAKOTAN","AK"
"1805","HESSMER","LA"
"1806","PIEDRAS NEGRAS, COAHUILA","IT"
"1807","SAN YSIDIRO","CA"
"1808","HILLSCREST","CA"
"1809","DIAMON BAR","CA"
"1810","NORTH HOLLY WOOD","CA"
"1811","TECATGE","CA"
"1812","IN TRANSIT","IT"
"1813","CARMEL MOUNTAIN","CA"
"1814","MESA","AL"
"1815","ARLITA","CA"
"1816","CITY COLLEGE","CA"
"1817","PALMVILLE","CA"
"1818","HILAND PARK","CA"
"1819","UNKNOWN","UT"
"1820","FAIRFAY","CA"
"1821","DEL CITY","TX"
"1822","POTERO","CA"
"1823","NORTH FORT","CA"
"1824","LAKESFORE","CA"
"1825","GRANDE CANYON CITY","AZ"
